state_of_location,date,power_generated,unplanned_scrams_per_7000_critical_hours,unplanned_power_changes_per_7000_critical_hrs,unplanned_scrams_with_complications,safety_system_functional_failures_pwr,occupational_exposure_control_effectiveness,rets_odcm_radiological_effluent,mitigating_systems_performance_index,emergency_ac_power_system,mitigating_systems_performance_index_high_pressure_injection_system,mitigating_systems_performance_index_heat_removal_system,mitigating_systems_performance_index_residual_heat_removal_system,mitigating_systems_performance_index_cooling_water_systems,reactor_coolant_system_activity,reactor_coolant_system_leakage,drill_exercise_performance,ero_drill_participation,alert_notification_system
Diablo Canyon 1,2009-01-01,655568,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.20E-09,-9.50E-08,-4.19E-08,-1.31E-08,0,0.8,94.3%,100.0%,99.9%
Diablo Canyon 1,2009-02-01,0,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.20E-09,-9.50E-08,-4.19E-08,-1.31E-08,NA,0,94.3%,100.0%,99.9%
Diablo Canyon 1,2009-03-01,122321,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.20E-09,-9.50E-08,-4.19E-08,-1.31E-08,NA,0.5,94.3%,100.0%,99.9%
Diablo Canyon 1,2009-04-01,821060,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.50E-09,-9.50E-08,-4.18E-08,-2.67E-08,0,0.4,94.1%,93.3%,99.9%
Diablo Canyon 1,2009-05-01,847608,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.50E-09,-9.50E-08,-4.18E-08,-2.67E-08,0,0.4,94.1%,93.3%,99.9%
Diablo Canyon 1,2009-06-01,818245,0,1.9,0.0,0,0.0,0,NA,-4.06E-07,-4.50E-09,-9.50E-08,-4.18E-08,-2.67E-08,0,0.8,94.1%,93.3%,99.9%
Diablo Canyon 1,2009-07-01,844898,0,1.9,0.0,0,0.0,0,NA,-4.14E-07,-4.50E-09,-9.50E-08,-4.16E-08,-2.34E-08,0,0.7,95.5%,98.9%,99.9%
Diablo Canyon 1,2009-08-01,827279,0,1.9,0.0,0,0.0,0,NA,-4.14E-07,-4.50E-09,-9.50E-08,-4.16E-08,-2.34E-08,0,0.6,95.5%,98.9%,99.9%
Diablo Canyon 1,2009-09-01,672086,0,1.9,0.0,0,0.0,0,NA,-4.14E-07,-4.50E-09,-9.50E-08,-4.16E-08,-2.34E-08,0,0.6,95.5%,98.9%,99.9%
Diablo Canyon 1,2009-10-01,818780,0,1.9,0.0,0,0.0,0,NA,-4.08E-07,-4.50E-09,-9.50E-08,-4.19E-08,-3.42E-08,0,0.8,94.6%,96.1%,100.0%
Diablo Canyon 1,2009-11-01,814007,0,1.9,0.0,0,0.0,0,NA,-4.08E-07,-4.50E-09,-9.50E-08,-4.19E-08,-3.42E-08,0,0.6,94.6%,96.1%,100.0%
Diablo Canyon 1,2009-12-01,840529,0,1.9,0.0,0,0.0,0,NA,-4.08E-07,-4.50E-09,-9.50E-08,-4.19E-08,-3.42E-08,0,0.5,94.6%,96.1%,100.0%
Diablo Canyon 2,2007-01-01,845249,0,0,0.0,0,1.0,0,NA,3.90E-08,-6.90E-10,-8.41E-08,-1.10E-08,-7.30E-09,0.1,0.8,94.4%,95.5%,99.7%
Diablo Canyon 2,2007-02-01,760804,0,0,0.0,0,1.0,0,NA,3.90E-08,-6.90E-10,-8.41E-08,-1.10E-08,-7.30E-09,0.1,0.6,94.4%,95.5%,99.7%
Diablo Canyon 2,2007-03-01,841288,0,0,0.0,0,1.0,0,NA,3.90E-08,-6.90E-10,-8.41E-08,-1.10E-08,-7.30E-09,0.2,1.0,94.4%,95.5%,99.7%
Diablo Canyon 2,2007-04-01,762134,0,0,0.0,0,1.0,0,NA,5.35E-07,-2.60E-09,-1.07E-07,-1.65E-08,-2.90E-08,0.1,0.8,95.8%,100.0%,99.7%
Diablo Canyon 2,2007-05-01,833423,0,0,0.0,0,1.0,0,NA,5.35E-07,-2.60E-09,-1.07E-07,-1.65E-08,-2.90E-08,0.2,0.4,95.8%,100.0%,99.7%
Diablo Canyon 2,2007-06-01,811753,0,0,0.0,0,1.0,0,NA,5.35E-07,-2.60E-09,-1.07E-07,-1.65E-08,-2.90E-08,0.3,0.5,95.8%,100.0%,99.7%
Diablo Canyon 2,2007-07-01,837897,0.8,0.8,0.0,0,1.0,0,NA,2.71E-07,-3.10E-09,-1.00E-07,-1.55E-08,-3.00E-08,0.4,0.5,96.9%,100.0%,99.8%
Diablo Canyon 2,2007-08-01,825157,0.8,0.8,0.0,0,1.0,0,NA,2.71E-07,-3.10E-09,-1.00E-07,-1.55E-08,-3.00E-08,0.3,0.4,96.9%,100.0%,99.8%
Diablo Canyon 2,2007-09-01,807969,0.8,0.8,0.0,0,1.0,0,NA,2.71E-07,-3.10E-09,-1.00E-07,-1.55E-08,-3.00E-08,0.4,0.6,96.9%,100.0%,99.8%
Diablo Canyon 2,2007-10-01,833662,0,0,0.0,0,1.0,0,NA,5.27E-07,-2.40E-09,-1.02E-07,-1.69E-08,-3.10E-08,0.5,0.5,96.5%,100.0%,99.8%
Diablo Canyon 2,2007-11-01,798726,0,0,0.0,0,1.0,0,NA,5.27E-07,-2.40E-09,-1.02E-07,-1.69E-08,-3.10E-08,0.5,0.5,96.5%,100.0%,99.8%
Diablo Canyon 2,2007-12-01,762079,0,0,0.0,0,1.0,0,NA,5.27E-07,-2.40E-09,-1.02E-07,-1.69E-08,-3.10E-08,0.6,0.6,96.5%,100.0%,99.8%
Diablo Canyon 2,2008-01-01,826741,0,0,0.0,0,0.0,0,NA,2.79E-07,-3.50E-09,-9.90E-08,-2.39E-08,-2.40E-08,0.6,0.4,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-02-01,41777,0,0,0.0,0,0.0,0,NA,2.79E-07,-3.50E-09,-9.90E-08,-2.39E-08,-2.40E-08,0.3,0.1,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-03-01,-2903,0,0,0.0,0,0.0,0,NA,2.79E-07,-3.50E-09,-9.90E-08,-2.39E-08,-2.40E-08,N/A,0,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-04-01,449048,0,0,0.0,0,0.0,0,NA,2.76E-07,-3.40E-09,-7.20E-08,-2.78E-08,-2.70E-08,0.1,0.8,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-05-01,845735,0,0,0.0,0,0.0,0,NA,2.76E-07,-3.40E-09,-7.20E-08,-2.78E-08,-2.70E-08,0.1,8.7,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-06-01,815407,0,0,0.0,0,0.0,0,NA,2.76E-07,-3.40E-09,-7.20E-08,-2.78E-08,-2.70E-08,0.1,7.1,95.1%,100.0%,99.9%
Diablo Canyon 2,2008-07-01,840889,0,0,0.0,0,0.0,0,NA,3.25E-08,-4.80E-09,-8.40E-08,-3.09E-08,-2.60E-08,0.1,5.1,94.8%,98.7%,99.9%
Diablo Canyon 2,2008-08-01,418326,0,0,0.0,0,0.0,0,NA,3.25E-08,-4.80E-09,-8.40E-08,-3.09E-08,-2.60E-08,0.1,11.7,94.8%,98.7%,99.9%
Diablo Canyon 2,2008-09-01,639595,0,0,0.0,0,0.0,0,NA,3.25E-08,-4.80E-09,-8.40E-08,-3.09E-08,-2.60E-08,0.1,0.4,94.8%,98.7%,99.9%
Diablo Canyon 2,2008-10-01,736073,1.0,0,0.0,1,0.0,0,NA,9.04E-07,-4.80E-09,-8.16E-08,-3.09E-08,-2.40E-08,0.1,1.1,94.8%,100.0%,100.0%
Diablo Canyon 2,2008-11-01,806165,1.0,0,0.0,1,0.0,0,NA,9.04E-07,-4.80E-09,-8.16E-08,-3.09E-08,-2.40E-08,0.1,0.3,94.8%,100.0%,100.0%
Diablo Canyon 2,2008-12-01,835032,1.0,0,0.0,1,0.0,0,NA,9.04E-07,-4.80E-09,-8.16E-08,-3.09E-08,-2.40E-08,0.1,0.4,94.8%,100.0%,100.0%
Diablo Canyon 2,2009-01-01,833311,2.1,0,0.0,1,0.0,0,NA,1.84E-08,-4.80E-09,-8.23E-08,-3.09E-08,-3.60E-08,0.2,0.4,94.3%,100.0%,99.9%
Diablo Canyon 2,2009-02-01,751745,2.1,0,0.0,1,0.0,0,NA,1.84E-08,-4.80E-09,-8.23E-08,-3.09E-08,-3.60E-08,0.2,0.3,94.3%,100.0%,99.9%
Diablo Canyon 2,2009-03-01,828509,2.1,0,0.0,1,0.0,0,NA,1.84E-08,-4.80E-09,-8.23E-08,-3.09E-08,-3.60E-08,0.1,0.8,94.3%,100.0%,99.9%
Diablo Canyon 2,2009-04-01,813859,1.8,0.9,0.0,1,0.0,0,NA,1.58E-08,-4.80E-09,-8.53E-08,-3.09E-08,-3.70E-08,0.2,0.5,94.1%,93.3%,99.9%
Diablo Canyon 2,2009-05-01,766587,1.8,0.9,0.0,1,0.0,0,NA,1.58E-08,-4.80E-09,-8.53E-08,-3.09E-08,-3.70E-08,0.1,0.5,94.1%,93.3%,99.9%
Diablo Canyon 2,2009-06-01,802953,1.8,0.9,0.0,1,0.0,0,NA,1.58E-08,-4.80E-09,-8.53E-08,-3.09E-08,-3.70E-08,0.1,0.5,94.1%,93.3%,99.9%
Diablo Canyon 2,2009-07-01,763510,2.6,1.7,0.0,1,0.0,0,NA,1.90E-08,-4.80E-09,-7.50E-08,-3.09E-08,-4.80E-08,0.2,0.6,95.5%,98.9%,99.9%
Diablo Canyon 2,2009-08-01,509285,2.6,1.7,0.0,1,0.0,0,NA,1.90E-08,-4.80E-09,-7.50E-08,-3.09E-08,-4.80E-08,0.1,0.9,95.5%,98.9%,99.9%
Diablo Canyon 2,2009-09-01,693606,2.6,1.7,0.0,1,0.0,0,NA,1.90E-08,-4.80E-09,-7.50E-08,-3.09E-08,-4.80E-08,0.1,0.4,95.5%,98.9%,99.9%
Diablo Canyon 2,2009-10-01,69867,1.7,1.8,0.0,0,0.0,0,NA,2.18E-08,3.06E-08,-8.62E-08,-3.09E-08,-3.90E-08,0.1,0.9,94.6%,96.1%,100.0%
Diablo Canyon 2,2009-11-01,501991,1.7,1.8,0.0,0,0.0,0,NA,2.18E-08,3.06E-08,-8.62E-08,-3.09E-08,-3.90E-08,0.1,0,94.6%,96.1%,100.0%
Diablo Canyon 2,2009-12-01,847254,1.7,1.8,0.0,0,0.0,0,NA,2.18E-08,3.06E-08,-8.62E-08,-3.09E-08,-3.90E-08,0.1,6.2,94.6%,96.1%,100.0%
Dresden 2,2007-01-01,644897,0.8,0.8,NA,NA,0,0,NA,-3.81E-08,-1.24E-07,2.40E-09,-1.35E-09,1.18E-09,0,8.5,95.9%,100.0%,99.7%
Dresden 2,2007-02-01,583862,0.8,0.8,NA,NA,0,0,NA,-3.81E-08,-1.24E-07,2.40E-09,-1.35E-09,1.18E-09,0,8.4,95.9%,100.0%,99.7%
Dresden 2,2007-03-01,645540,0.8,0.8,NA,NA,0,0,NA,-3.81E-08,-1.24E-07,2.40E-09,-1.35E-09,1.18E-09,0,8.4,95.9%,100.0%,99.7%
Dresden 2,2007-04-01,626149,1.7,0,NA,NA,0,0,NA,-3.45E-08,-1.26E-07,-4.39E-09,-1.29E-09,1.38E-09,0,8.4,97.0%,100.0%,99.7%
Dresden 2,2007-05-01,554391,1.7,0,NA,NA,0,0,NA,-3.45E-08,-1.26E-07,-4.39E-09,-1.29E-09,1.38E-09,0,8.4,97.0%,100.0%,99.7%
Dresden 2,2007-06-01,623644,1.7,0,NA,NA,0,0,NA,-3.45E-08,-1.26E-07,-4.39E-09,-1.29E-09,1.38E-09,0,7.5,97.0%,100.0%,99.7%
Dresden 2,2007-07-01,646303,0.8,0,1.0,NA,0,0,NA,-3.48E-08,-1.26E-07,-4.39E-09,-1.45E-09,1.28E-09,0,8.3,97.4%,100.0%,99.7%
Dresden 2,2007-08-01,638227,0.8,0,1.0,NA,0,0,NA,-3.48E-08,-1.26E-07,-4.39E-09,-1.45E-09,1.28E-09,0,8.2,97.4%,100.0%,99.7%
Dresden 2,2007-09-01,626450,0.8,0,1.0,NA,0,0,NA,-3.48E-08,-1.26E-07,-4.39E-09,-1.45E-09,1.28E-09,0,8.2,97.4%,100.0%,99.7%
Dresden 2,2007-10-01,582052,0.9,0.9,1.0,NA,0,0,NA,-3.10E-08,-1.26E-07,-4.39E-09,-1.57E-09,1.98E-09,0,7.1,97.4%,96.8%,99.7%
Dresden 2,2007-11-01,155409,0.9,0.9,1.0,NA,0,0,NA,-3.10E-08,-1.26E-07,-4.39E-09,-1.57E-09,1.98E-09,0,7.9,97.4%,96.8%,99.7%
Dresden 2,2007-12-01,645771,0.9,0.9,1.0,NA,0,0,NA,-3.10E-08,-1.26E-07,-4.39E-09,-1.57E-09,1.98E-09,0,8.2,97.4%,96.8%,99.7%
Dresden 2,2008-01-01,647633,0.9,0.9,1.0,NA,0,0,NA,-3.43E-08,-1.26E-07,-4.39E-09,-2.58E-09,1.58E-09,0,7.9,97.1%,98.4%,99.6%
Dresden 2,2008-02-01,605725,0.9,0.9,1.0,NA,0,0,NA,-3.43E-08,-1.26E-07,-4.39E-09,-2.58E-09,1.58E-09,0,7.9,97.1%,98.4%,99.6%
Dresden 2,2008-03-01,643556,0.9,0.9,1.0,NA,0,0,NA,-3.43E-08,-1.26E-07,-4.39E-09,-2.58E-09,1.58E-09,0,8.0,97.1%,98.4%,99.6%
Dresden 2,2008-04-01,626260,0,0.8,0.0,NA,0,0,NA,-3.24E-08,1.80E-07,-4.39E-09,-2.55E-09,1.58E-09,0,8.0,96.8%,98.5%,99.6%
Dresden 2,2008-05-01,646604,0,0.8,0.0,NA,0,0,NA,-3.24E-08,1.80E-07,-4.39E-09,-2.55E-09,1.58E-09,0,8.1,96.8%,98.5%,99.6%
Dresden 2,2008-06-01,623296,0,0.8,0.0,NA,0,0,NA,-3.24E-08,1.80E-07,-4.39E-09,-2.55E-09,1.58E-09,0,8.3,96.8%,98.5%,99.6%
Dresden 2,2008-07-01,645883,0,1.7,0.0,NA,0,0,NA,-3.27E-08,1.80E-07,-3.59E-09,-2.67E-09,1.78E-09,0,8.4,99.2%,100.0%,99.6%
Dresden 2,2008-08-01,645837,0,1.7,0.0,NA,0,0,NA,-3.27E-08,1.80E-07,-3.59E-09,-2.67E-09,1.78E-09,0,8.3,99.2%,100.0%,99.6%
Dresden 2,2008-09-01,475755,0,1.7,0.0,NA,0,0,NA,-3.27E-08,1.80E-07,-3.59E-09,-2.67E-09,1.78E-09,0,8.5,99.2%,100.0%,99.6%
Dresden 2,2008-10-01,637163,0,0.8,0.0,NA,0,0,NA,-3.25E-08,1.80E-07,-3.99E-09,-3.10E-09,1.98E-09,0,8.2,99.2%,100.0%,99.5%
Dresden 2,2008-11-01,626746,0,0.8,0.0,NA,0,0,NA,-3.25E-08,1.80E-07,-3.99E-09,-3.10E-09,1.98E-09,0,7.7,99.2%,100.0%,99.5%
Dresden 2,2008-12-01,643744,0,0.8,0.0,NA,0,0,NA,-3.25E-08,1.80E-07,-3.99E-09,-3.10E-09,1.98E-09,0,7.9,99.2%,100.0%,99.5%
Dresden 2,2009-01-01,647173,0,1.6,0.0,NA,0,0,NA,-2.92E-08,2.40E-07,-4.39E-09,-1.43E-09,3.97E-09,0,7.8,100.0%,98.4%,99.5%
Dresden 2,2009-02-01,584658,0,1.6,0.0,NA,0,0,NA,-2.92E-08,2.40E-07,-4.39E-09,-1.43E-09,3.97E-09,0,7.8,100.0%,98.4%,99.5%
Dresden 2,2009-03-01,640187,0,1.6,0.0,NA,0,0,NA,-2.92E-08,2.40E-07,-4.39E-09,-1.43E-09,3.97E-09,0,7.9,100.0%,98.4%,99.5%
Dresden 2,2009-04-01,625403,0,1.6,0.0,NA,0,0,NA,7.11E-08,2.40E-07,-4.39E-09,2.49E-09,3.97E-09,0,7.9,99.6%,100.0%,99.5%
Dresden 2,2009-05-01,641143,0,1.6,0.0,NA,0,0,NA,7.11E-08,2.40E-07,-4.39E-09,2.49E-09,3.97E-09,0,8.0,99.6%,100.0%,99.5%
Dresden 2,2009-06-01,624667,0,1.6,0.0,NA,0,0,NA,7.11E-08,2.40E-07,-4.39E-09,2.49E-09,3.97E-09,0,8.1,99.6%,100.0%,99.5%
Dresden 2,2009-07-01,645808,0,0,0.0,NA,0,0,NA,7.20E-08,2.40E-07,-1.97E-09,2.18E-09,3.97E-09,0,8.1,99.6%,100.0%,99.7%
Dresden 2,2009-08-01,644778,0,0,0.0,NA,0,0,NA,7.20E-08,2.40E-07,-1.97E-09,2.18E-09,3.97E-09,0,8.1,99.6%,100.0%,99.7%
Dresden 2,2009-09-01,622828,0,0,0.0,NA,0,0,NA,7.20E-08,2.40E-07,-1.97E-09,2.18E-09,3.97E-09,0,8.2,99.6%,100.0%,99.7%
Dresden 2,2009-10-01,638120,0,0,0.0,NA,0,0,NA,1.62E-08,2.40E-07,-1.57E-09,1.78E-09,3.87E-09,0,8.2,99.6%,100.0%,99.8%
Dresden 2,2009-11-01,16760,0,0,0.0,NA,0,0,NA,1.62E-08,2.40E-07,-1.57E-09,1.78E-09,3.87E-09,0,8.1,99.6%,100.0%,99.8%
Dresden 2,2009-12-01,571099,0,0,0.0,NA,0,0,NA,1.62E-08,2.40E-07,-1.57E-09,1.78E-09,3.87E-09,0,8.4,99.6%,100.0%,99.8%
Dresden 3,2007-01-01,649390,0,0.8,0.0,NA,0,0,NA,-4.16E-08,-1.11E-07,-4.41E-09,-3.00E-09,-2.00E-11,0,7.4,95.9%,100.0%,99.7%
Dresden 3,2007-02-01,579683,0,0.8,0.0,NA,0,0,NA,-4.16E-08,-1.11E-07,-4.41E-09,-3.00E-09,-2.00E-11,0,7.3,95.9%,100.0%,99.7%
Dresden 3,2007-03-01,648033,0,0.8,0.0,NA,0,0,NA,-4.16E-08,-1.11E-07,-4.41E-09,-3.00E-09,-2.00E-11,0,7.5,95.9%,100.0%,99.7%
Dresden 3,2007-04-01,627386,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-4.89E-08,-4.36E-09,-3.00E-09,-2.00E-11,0,7.2,97.0%,100.0%,99.7%
Dresden 3,2007-05-01,645334,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-4.89E-08,-4.36E-09,-3.00E-09,-2.00E-11,0,8.1,97.0%,100.0%,99.7%
Dresden 3,2007-06-01,625293,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-4.89E-08,-4.36E-09,-3.00E-09,-2.00E-11,0,8.8,97.0%,100.0%,99.7%
Dresden 3,2007-07-01,645613,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-9.42E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,9.0,97.4%,100.0%,99.7%
Dresden 3,2007-08-01,643471,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-9.42E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,9.1,97.4%,100.0%,99.7%
Dresden 3,2007-09-01,576353,0,0.8,0.0,NA,0,0,NA,-4.06E-08,-9.42E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,9.0,97.4%,100.0%,99.7%
Dresden 3,2007-10-01,646057,0,0,0.0,NA,0,0,NA,-4.16E-08,-8.00E-10,-4.36E-09,-2.90E-09,-1.90E-11,0,8.8,97.4%,96.8%,99.7%
Dresden 3,2007-11-01,628582,0,0,0.0,NA,0,0,NA,-4.16E-08,-8.00E-10,-4.36E-09,-2.90E-09,-1.90E-11,0,8.7,97.4%,96.8%,99.7%
Dresden 3,2007-12-01,642891,0,0,0.0,NA,0,0,NA,-4.16E-08,-8.00E-10,-4.36E-09,-2.90E-09,-1.90E-11,0,8.2,97.4%,96.8%,99.7%
Dresden 3,2008-01-01,437913,0,0,0.0,NA,0,0,NA,-4.16E-08,-1.11E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,10.0,97.1%,98.4%,99.6%
Dresden 3,2008-02-01,606120,0,0,0.0,NA,0,0,NA,-4.16E-08,-1.11E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,8.1,97.1%,98.4%,99.6%
Dresden 3,2008-03-01,646105,0,0,0.0,NA,0,0,NA,-4.16E-08,-1.11E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,7.7,97.1%,98.4%,99.6%
Dresden 3,2008-04-01,626594,0,0,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-2.00E-11,0,7.7,96.8%,98.5%,99.6%
Dresden 3,2008-05-01,646155,0,0,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-2.00E-11,0,8.1,96.8%,98.5%,99.6%
Dresden 3,2008-06-01,625363,0,0,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-2.00E-11,0,7.7,96.8%,98.5%,99.6%
Dresden 3,2008-07-01,645919,0,0.8,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,7.8,99.2%,100.0%,99.6%
Dresden 3,2008-08-01,638026,0,0.8,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,7.7,99.2%,100.0%,99.6%
Dresden 3,2008-09-01,617229,0,0.8,0.0,NA,0,0,NA,6.00E-08,-1.13E-08,-4.36E-09,-2.90E-09,-1.90E-11,0,7.7,99.2%,100.0%,99.6%
Dresden 3,2008-10-01,571689,0,0.9,0.0,NA,0,0,NA,6.10E-08,1.10E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,7.8,99.2%,100.0%,99.5%
Dresden 3,2008-11-01,205297,0,0.9,0.0,NA,0,0,NA,6.10E-08,1.10E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,8.0,99.2%,100.0%,99.5%
Dresden 3,2008-12-01,650233,0,0.9,0.0,NA,0,0,NA,6.10E-08,1.10E-09,-4.36E-09,-3.00E-09,-2.00E-11,0,7.3,99.2%,100.0%,99.5%
Dresden 3,2009-01-01,650010,0,0.8,0.0,NA,0,0,NA,5.70E-08,2.00E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.3,100.0%,98.4%,99.5%
Dresden 3,2009-02-01,576990,0,0.8,0.0,NA,0,0,NA,5.70E-08,2.00E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.3,100.0%,98.4%,99.5%
Dresden 3,2009-03-01,642829,0,0.8,0.0,NA,0,0,NA,5.70E-08,2.00E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.3,100.0%,98.4%,99.5%
Dresden 3,2009-04-01,561272,0,0.8,0.0,NA,0,0,NA,1.68E-07,-8.30E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.4,99.6%,100.0%,99.5%
Dresden 3,2009-05-01,641125,0,0.8,0.0,NA,0,0,NA,1.68E-07,-8.30E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.5,99.6%,100.0%,99.5%
Dresden 3,2009-06-01,621551,0,0.8,0.0,NA,0,0,NA,1.68E-07,-8.30E-09,-4.36E-09,-3.00E-09,-2.10E-11,0,7.5,99.6%,100.0%,99.5%
Dresden 3,2009-07-01,644003,0,0.8,0.0,NA,0,0,NA,1.58E-07,-8.30E-09,-4.36E-09,-3.00E-09,-1.00E-11,0,7.4,99.5%,100.0%,99.7%
Dresden 3,2009-08-01,641421,0,0.8,0.0,NA,0,0,NA,1.58E-07,-8.30E-09,-4.36E-09,-3.00E-09,-1.00E-11,0,7.3,99.5%,100.0%,99.7%
Dresden 3,2009-09-01,619651,0,0.8,0.0,NA,0,0,NA,1.58E-07,-8.30E-09,-4.36E-09,-3.00E-09,-1.00E-11,0,7.4,99.5%,100.0%,99.7%
Dresden 3,2009-10-01,563725,0.8,1.6,0.0,NA,0,0,NA,2.75E-08,1.40E-08,-4.37E-09,-3.00E-09,-1.00E-11,0,8.4,99.6%,100.0%,99.8%
Dresden 3,2009-11-01,561792,0.8,1.6,0.0,NA,0,0,NA,2.75E-08,1.40E-08,-4.37E-09,-3.00E-09,-1.00E-11,0,8.0,99.6%,100.0%,99.8%
Dresden 3,2009-12-01,640420,0.8,1.6,0.0,NA,0,0,NA,2.75E-08,1.40E-08,-4.37E-09,-3.00E-09,-1.00E-11,0,7.9,99.6%,100.0%,99.8%
Duane Arnold,2007-01-01,447618,0.9,1.8,1.0,NA,0,0,-2.00E-08,-2.00E-08,-1.20E-08,-1.96E-07,-2.30E-08,-2.10E-08,0,6.4,95.3%,95.3%,98.9%
Duane Arnold,2007-02-01,39080,0.9,1.8,1.0,NA,0,0,-2.00E-08,-2.00E-08,-1.20E-08,-1.96E-07,-2.30E-08,-2.10E-08,0,6.4,95.3%,95.3%,98.9%
Duane Arnold,2007-03-01,112431,0.9,1.8,1.0,NA,0,0,-2.00E-08,-2.00E-08,-1.20E-08,-1.96E-07,-2.30E-08,-2.10E-08,0,6.6,95.3%,95.3%,98.9%
Duane Arnold,2007-04-01,389138,2.7,1.8,1.0,NA,0,0,1.10E-07,1.10E-07,2.90E-08,-1.75E-07,-3.26E-08,6.70E-08,0,6.5,95.9%,100.0%,98.8%
Duane Arnold,2007-05-01,450516,2.7,1.8,1.0,NA,0,0,1.10E-07,1.10E-07,2.90E-08,-1.75E-07,-3.26E-08,6.70E-08,0,6.4,95.9%,100.0%,98.8%
Duane Arnold,2007-06-01,424532,2.7,1.8,1.0,NA,0,0,1.10E-07,1.10E-07,2.90E-08,-1.75E-07,-3.26E-08,6.70E-08,0,6.3,95.9%,100.0%,98.8%
Duane Arnold,2007-07-01,446502,2.7,0.9,1.0,NA,0,0,-9.00E-08,-9.00E-08,2.70E-08,-7.57E-08,-6.40E-08,7.70E-08,0,6.4,96.3%,100.0%,99.4%
Duane Arnold,2007-08-01,442377,2.7,0.9,1.0,NA,0,0,-9.00E-08,-9.00E-08,2.70E-08,-7.57E-08,-6.40E-08,7.70E-08,0,6.6,96.3%,100.0%,99.4%
Duane Arnold,2007-09-01,429795,2.7,0.9,1.0,NA,0,0,-9.00E-08,-9.00E-08,2.70E-08,-7.57E-08,-6.40E-08,7.70E-08,0,8.5,96.3%,100.0%,99.4%
Duane Arnold,2007-10-01,445362,1.8,1.8,1.0,NA,0,0,7.00E-08,7.00E-08,2.10E-08,-3.20E-08,-6.10E-08,7.70E-08,0,8.5,95.8%,100.0%,99.4%
Duane Arnold,2007-11-01,437740,1.8,1.8,1.0,NA,0,0,7.00E-08,7.00E-08,2.10E-08,-3.20E-08,-6.10E-08,7.70E-08,0,6.4,95.8%,100.0%,99.4%
Duane Arnold,2007-12-01,453784,1.8,1.8,1.0,NA,0,0,7.00E-08,7.00E-08,2.10E-08,-3.20E-08,-6.10E-08,7.70E-08,0,6.4,95.8%,100.0%,99.4%
Duane Arnold,2008-01-01,457143,0.8,1.6,1.0,NA,0,0,-5.00E-08,-5.00E-08,3.90E-08,-6.74E-08,-4.90E-08,8.70E-08,0,6.3,95.8%,100.0%,99.4%
Duane Arnold,2008-02-01,427569,0.8,1.6,1.0,NA,0,0,-5.00E-08,-5.00E-08,3.90E-08,-6.74E-08,-4.90E-08,8.70E-08,0,6.7,95.8%,100.0%,99.4%
Duane Arnold,2008-03-01,452124,0.8,1.6,1.0,NA,0,0,-5.00E-08,-5.00E-08,3.90E-08,-6.74E-08,-4.90E-08,8.70E-08,0,6.8,95.8%,100.0%,99.4%
Duane Arnold,2008-04-01,440067,0,0.8,0.0,NA,0,0,-2.20E-07,-2.20E-07,3.90E-08,-7.42E-08,-5.30E-08,8.70E-08,0,6.8,96.3%,100.0%,99.3%
Duane Arnold,2008-05-01,450927,0,0.8,0.0,NA,0,0,-2.20E-07,-2.20E-07,3.90E-08,-7.42E-08,-5.30E-08,8.70E-08,0,6.9,96.3%,100.0%,99.3%
