state_of_location,date,power_generated,unplanned_scrams_per_7000_critical_hours,unplanned_power_changes_per_7000_critical_hrs,unplanned_scrams_with_complications,safety_system_functional_failures_pwr,occupational_exposure_control_effectiveness,rets_odcm_radiological_effluent,mitigating_systems_performance_index,emergency_ac_power_system,mitigating_systems_performance_index_high_pressure_injection_system,mitigating_systems_performance_index_heat_removal_system,mitigating_systems_performance_index_residual_heat_removal_system,mitigating_systems_performance_index_cooling_water_systems,reactor_coolant_system_activity,reactor_coolant_system_leakage,drill_exercise_performance,ero_drill_participation,alert_notification_system
Surry 1,2009-04-01,348311,0,0,0.0,0,0,0,NA,-7.41E-07,-3.80E-08,-9.40E-08,-1.98E-08,-1.00E-08,0.2,3.8,93.8%,99.3%,99.9%
Surry 1,2009-05-01,369909,0,0,0.0,0,0,0,NA,-7.41E-07,-3.80E-08,-9.40E-08,-1.98E-08,-1.00E-08,0.1,8.1,93.8%,99.3%,99.9%
Surry 1,2009-06-01,578804,0,0,0.0,0,0,0,NA,-7.41E-07,-3.80E-08,-9.40E-08,-1.98E-08,-1.00E-08,0.1,6.9,93.8%,99.3%,99.9%
Surry 1,2009-07-01,596176,0,0,0.0,1,0,0,NA,-1.97E-07,-1.73E-08,-4.00E-09,-1.27E-09,-9.00E-09,0.1,2.9,94.1%,95.6%,99.9%
Surry 1,2009-08-01,593658,0,0,0.0,1,0,0,NA,-1.97E-07,-1.73E-08,-4.00E-09,-1.27E-09,-9.00E-09,0.1,2.6,94.1%,95.6%,99.9%
Surry 1,2009-09-01,577778,0,0,0.0,1,0,0,NA,-1.97E-07,-1.73E-08,-4.00E-09,-1.27E-09,-9.00E-09,0.1,2.9,94.1%,95.6%,99.9%
Surry 1,2009-10-01,600064,0,0,0.0,1,0,0,NA,-1.77E-07,-1.57E-08,-1.00E-09,-1.11E-09,-1.31E-08,0.1,4.8,94.2%,97.1%,99.9%
Surry 1,2009-11-01,581218,0,0,0.0,1,0,0,NA,-1.77E-07,-1.57E-08,-1.00E-09,-1.11E-09,-1.31E-08,NA,6.6,94.2%,97.1%,99.9%
Surry 1,2009-12-01,601137,0,0,0.0,1,0,0,NA,-1.77E-07,-1.57E-08,-1.00E-09,-1.11E-09,-1.31E-08,0.1,6.7,94.2%,97.1%,99.9%
Surry 2,2007-01-01,606134,0.9,0,0.0,1,0,0,-9.08E-07,-9.08E-07,3.47E-08,-9.80E-08,9.50E-08,-1.40E-07,0,4.8,96.6%,94.3%,99.6%
Surry 2,2007-02-01,547627,0.9,0,0.0,1,0,0,-9.08E-07,-9.08E-07,3.47E-08,-9.80E-08,9.50E-08,-1.40E-07,0,1.9,96.6%,94.3%,99.6%
Surry 2,2007-03-01,606895,0.9,0,0.0,1,0,0,-9.08E-07,-9.08E-07,3.47E-08,-9.80E-08,9.50E-08,-1.40E-07,0,2.3,96.6%,94.3%,99.6%
Surry 2,2007-04-01,587033,0.9,0,0.0,1,0,0,-8.97E-07,-8.97E-07,3.38E-08,-6.00E-08,9.60E-08,-1.39E-07,0,3.2,96.2%,91.4%,99.6%
Surry 2,2007-05-01,588169,0.9,0,0.0,1,0,0,-8.97E-07,-8.97E-07,3.38E-08,-6.00E-08,9.60E-08,-1.39E-07,0,4.2,96.2%,91.4%,99.6%
Surry 2,2007-06-01,581792,0.9,0,0.0,1,0,0,-8.97E-07,-8.97E-07,3.38E-08,-6.00E-08,9.60E-08,-1.39E-07,0,3.2,96.2%,91.4%,99.6%
Surry 2,2007-07-01,599273,0.9,0,1.0,0,0,0,-8.77E-07,-8.77E-07,3.39E-08,-7.60E-08,9.70E-08,-1.40E-07,0,6.6,95.0%,97.0%,99.6%
Surry 2,2007-08-01,596637,0.9,0,1.0,0,0,0,-8.77E-07,-8.77E-07,3.39E-08,-7.60E-08,9.70E-08,-1.40E-07,0,7.1,95.0%,97.0%,99.6%
Surry 2,2007-09-01,579818,0.9,0,1.0,0,0,0,-8.77E-07,-8.77E-07,3.39E-08,-7.60E-08,9.70E-08,-1.40E-07,0,8.5,95.0%,97.0%,99.6%
Surry 2,2007-10-01,601327,0,0,0.0,0,0,0,-7.27E-07,-7.27E-07,9.44E-08,-1.38E-07,8.20E-08,-1.56E-07,0,10.7,94.9%,97.6%,99.6%
Surry 2,2007-11-01,586204,0,0,0.0,0,0,0,-7.27E-07,-7.27E-07,9.44E-08,-1.38E-07,8.20E-08,-1.56E-07,0,9.9,94.9%,97.6%,99.6%
Surry 2,2007-12-01,605436,0,0,0.0,0,0,0,-7.27E-07,-7.27E-07,9.44E-08,-1.38E-07,8.20E-08,-1.56E-07,0,3.0,94.9%,97.6%,99.6%
Surry 2,2008-01-01,605791,0,0,0.0,0,0,0,-7.08E-07,-7.08E-07,9.34E-08,-1.59E-07,8.40E-08,-1.65E-07,0,5.2,94.7%,97.0%,99.6%
Surry 2,2008-02-01,565203,0,0,0.0,0,0,0,-7.08E-07,-7.08E-07,9.34E-08,-1.59E-07,8.40E-08,-1.65E-07,0,2.8,94.7%,97.0%,99.6%
Surry 2,2008-03-01,604691,0,0,0.0,0,0,0,-7.08E-07,-7.08E-07,9.34E-08,-1.59E-07,8.40E-08,-1.65E-07,0,7.4,94.7%,97.0%,99.6%
Surry 2,2008-04-01,494845,0,0,0.0,0,0,0,-7.35E-07,-7.35E-07,9.50E-08,-1.69E-07,-2.20E-08,-8.50E-08,0,3.0,95.1%,97.4%,99.5%
Surry 2,2008-05-01,195491,0,0,0.0,0,0,0,-7.35E-07,-7.35E-07,9.50E-08,-1.69E-07,-2.20E-08,-8.50E-08,0,0.4,95.1%,97.4%,99.5%
Surry 2,2008-06-01,579087,0,0,0.0,0,0,0,-7.35E-07,-7.35E-07,9.50E-08,-1.69E-07,-2.20E-08,-8.50E-08,0,0.4,95.1%,97.4%,99.5%
Surry 2,2008-07-01,596924,0,0,0.0,0,0,0,-7.32E-07,-7.32E-07,8.70E-08,-1.63E-07,-2.10E-08,-5.70E-08,0,2.6,93.2%,95.2%,99.7%
Surry 2,2008-08-01,596266,0,0,0.0,0,0,0,-7.32E-07,-7.32E-07,8.70E-08,-1.63E-07,-2.10E-08,-5.70E-08,0,0.5,93.2%,95.2%,99.7%
Surry 2,2008-09-01,576657,0,0,0.0,0,0,0,-7.32E-07,-7.32E-07,8.70E-08,-1.63E-07,-2.10E-08,-5.70E-08,0,1.1,93.2%,95.2%,99.7%
Surry 2,2008-10-01,600649,0,0,0.0,0,0,0,-7.59E-07,-7.59E-07,8.50E-08,-1.52E-07,-2.10E-08,-6.80E-08,0,1.2,94.1%,98.6%,99.7%
Surry 2,2008-11-01,585924,0,0,0.0,0,0,0,-7.59E-07,-7.59E-07,8.50E-08,-1.52E-07,-2.10E-08,-6.80E-08,0,2.3,94.1%,98.6%,99.7%
Surry 2,2008-12-01,605309,0,0,0.0,0,0,0,-7.59E-07,-7.59E-07,8.50E-08,-1.52E-07,-2.10E-08,-6.80E-08,0,2.7,94.1%,98.6%,99.7%
Surry 2,2009-01-01,605116,0,0,0.0,0,0,0,-7.49E-07,-7.49E-07,1.52E-07,-1.51E-07,-2.00E-08,-5.90E-08,0,1.6,94.2%,97.8%,99.7%
Surry 2,2009-02-01,546055,0,0,0.0,0,0,0,-7.49E-07,-7.49E-07,1.52E-07,-1.51E-07,-2.00E-08,-5.90E-08,0,1.6,94.2%,97.8%,99.7%
Surry 2,2009-03-01,604676,0,0,0.0,0,0,0,-7.49E-07,-7.49E-07,1.52E-07,-1.51E-07,-2.00E-08,-5.90E-08,0,0.8,94.2%,97.8%,99.7%
Surry 2,2009-04-01,585025,0,0,0.0,0,0,0,-7.57E-07,-7.57E-07,1.41E-07,-1.58E-07,-1.99E-08,-3.00E-08,0,0.9,93.8%,99.3%,99.9%
Surry 2,2009-05-01,601659,0,0,0.0,0,0,0,-7.57E-07,-7.57E-07,1.41E-07,-1.58E-07,-1.99E-08,-3.00E-08,0,1.9,93.8%,99.3%,99.9%
Surry 2,2009-06-01,579904,0,0,0.0,0,0,0,-7.57E-07,-7.57E-07,1.41E-07,-1.58E-07,-1.99E-08,-3.00E-08,0,1.0,93.8%,99.3%,99.9%
Surry 2,2009-07-01,597292,0,0,0.0,1,0,0,-1.96E-07,-1.96E-07,3.26E-08,-2.28E-08,-1.29E-09,-1.07E-08,0,0.4,94.1%,95.6%,99.9%
Surry 2,2009-08-01,594066,0,0,0.0,1,0,0,-1.96E-07,-1.96E-07,3.26E-08,-2.28E-08,-1.29E-09,-1.07E-08,0.1,1.4,94.1%,95.6%,99.9%
Surry 2,2009-09-01,579603,0,0,0.0,1,0,0,-1.96E-07,-1.96E-07,3.26E-08,-2.28E-08,-1.29E-09,-1.07E-08,0,2.3,94.1%,95.6%,99.9%
Surry 2,2009-10-01,548841,0.9,0,0.0,1,0,0,-1.73E-07,-1.73E-07,2.80E-08,-2.06E-08,-1.36E-09,-1.63E-08,0,3.2,94.2%,97.1%,99.9%
Surry 2,2009-11-01,108,0.9,0,0.0,1,0,0,-1.73E-07,-1.73E-07,2.80E-08,-2.06E-08,-1.36E-09,-1.63E-08,0,1.2,94.2%,97.1%,99.9%
Surry 2,2009-12-01,569950,0.9,0,0.0,1,0,0,-1.73E-07,-1.73E-07,2.80E-08,-2.06E-08,-1.36E-09,-1.63E-08,0.1,2.2,94.2%,97.1%,99.9%
Susquehanna 1,2007-01-01,863399,1.7,0.8,0.0,1,1,0,NA,-6.98E-07,-1.43E-08,-2.98E-08,5.59E-09,-1.60E-07,0,7.5,96.0%,100.0%,98.2%
Susquehanna 1,2007-02-01,772331,1.7,0.8,0.0,1,1,0,NA,-6.98E-07,-1.43E-08,-2.98E-08,5.59E-09,-1.60E-07,0,7.5,96.0%,100.0%,98.2%
Susquehanna 1,2007-03-01,854565,1.7,0.8,0.0,1,1,0,NA,-6.98E-07,-1.43E-08,-2.98E-08,5.59E-09,-1.60E-07,0,7.5,96.0%,100.0%,98.2%
Susquehanna 1,2007-04-01,814843,0.8,0.8,0.0,1,1,0,NA,-9.09E-07,-1.34E-08,-2.88E-08,1.02E-08,-1.61E-07,0,6.5,96.2%,98.7%,98.1%
Susquehanna 1,2007-05-01,846830,0.8,0.8,0.0,1,1,0,NA,-9.09E-07,-1.34E-08,-2.88E-08,1.02E-08,-1.61E-07,0,6.5,96.2%,98.7%,98.1%
Susquehanna 1,2007-06-01,805069,0.8,0.8,0.0,1,1,0,NA,-9.09E-07,-1.34E-08,-2.88E-08,1.02E-08,-1.61E-07,0,6.5,96.2%,98.7%,98.1%
Susquehanna 1,2007-07-01,832596,0.8,0.8,0.0,1,1,0,NA,-1.03E-06,-1.34E-08,-2.83E-08,7.36E-09,-1.01E-08,0,6.5,95.8%,97.3%,97.5%
Susquehanna 1,2007-08-01,830999,0.8,0.8,0.0,1,1,0,NA,-1.03E-06,-1.34E-08,-2.83E-08,7.36E-09,-1.01E-08,0,6.5,95.8%,97.3%,97.5%
Susquehanna 1,2007-09-01,810074,0.8,0.8,0.0,1,1,0,NA,-1.03E-06,-1.34E-08,-2.83E-08,7.36E-09,-1.01E-08,0,6.5,95.8%,97.3%,97.5%
Susquehanna 1,2007-10-01,336031,0.0,0.0,0.0,0,1,0,NA,-1.03E-06,-1.33E-08,-2.82E-08,6.74E-09,-1.01E-08,0,6.4,96.7%,94.7%,97.5%
Susquehanna 1,2007-11-01,828321,0.0,0.0,0.0,0,1,0,NA,-1.03E-06,-1.33E-08,-2.82E-08,6.74E-09,-1.01E-08,0,6.5,96.7%,94.7%,97.5%
Susquehanna 1,2007-12-01,861275,0.0,0.0,0.0,0,1,0,NA,-1.03E-06,-1.33E-08,-2.82E-08,6.74E-09,-1.01E-08,0,6.7,96.7%,94.7%,97.5%
Susquehanna 1,2008-01-01,862093,0.0,0.0,0.0,1,0,0,NA,-1.44E-06,-7.90E-09,-2.62E-08,-7.30E-09,1.35E-07,0,6.5,96.1%,100.0%,97.6%
Susquehanna 1,2008-02-01,799404,0.0,0.0,0.0,1,0,0,NA,-1.44E-06,-7.90E-09,-2.62E-08,-7.30E-09,1.35E-07,0,6.5,96.1%,100.0%,97.6%
Susquehanna 1,2008-03-01,80079,0.0,0.0,0.0,1,0,0,NA,-1.44E-06,-7.90E-09,-2.62E-08,-7.30E-09,1.35E-07,0,6.4,96.1%,100.0%,97.6%
Susquehanna 1,2008-04-01,313259,0.0,0.9,0.0,1,0,0,NA,-5.54E-06,-7.80E-09,-2.61E-08,-1.11E-08,7.02E-08,NA,6.4,97.1%,100.0%,98.0%
Susquehanna 1,2008-05-01,878072,0.0,0.9,0.0,1,0,0,NA,-5.54E-06,-7.80E-09,-2.61E-08,-1.11E-08,7.02E-08,0,6.5,97.1%,100.0%,98.0%
Susquehanna 1,2008-06-01,828297,0.0,0.9,0.0,1,0,0,NA,-5.54E-06,-7.80E-09,-2.61E-08,-1.11E-08,7.02E-08,0,6.6,97.1%,100.0%,98.0%
Susquehanna 1,2008-07-01,868130,0.0,1.9,0.0,1,0,0,NA,-5.53E-06,-7.80E-09,-2.61E-08,-1.09E-08,5.20E-08,0,6.8,98.6%,100.0%,98.7%
Susquehanna 1,2008-08-01,833498,0.0,1.9,0.0,1,0,0,NA,-5.53E-06,-7.80E-09,-2.61E-08,-1.09E-08,5.20E-08,0,7.0,98.6%,100.0%,98.7%
Susquehanna 1,2008-09-01,852863,0.0,1.9,0.0,1,0,0,NA,-5.53E-06,-7.80E-09,-2.61E-08,-1.09E-08,5.20E-08,0,7.0,98.6%,100.0%,98.7%
Susquehanna 1,2008-10-01,895802,0,1.8,0.0,1,0,0,NA,-6.43E-06,-7.40E-09,-2.52E-08,-9.97E-09,4.60E-08,0,7.0,96.8%,100.0%,99.0%
Susquehanna 1,2008-11-01,868584,0,1.8,0.0,1,0,0,NA,-6.43E-06,-7.40E-09,-2.52E-08,-9.97E-09,4.60E-08,0,7.0,96.8%,100.0%,99.0%
Susquehanna 1,2008-12-01,903730,0,1.8,0.0,1,0,0,NA,-6.43E-06,-7.40E-09,-2.52E-08,-9.97E-09,4.60E-08,0,6.9,96.8%,100.0%,99.0%
Susquehanna 1,2009-01-01,904413,0,2.5,0.0,0,0,0,NA,-6.34E-06,-7.70E-09,-2.53E-08,-8.45E-09,4.60E-08,0,6.5,94.4%,100.0%,99.3%
Susquehanna 1,2009-02-01,822545,0,2.5,0.0,0,0,0,NA,-6.34E-06,-7.70E-09,-2.53E-08,-8.45E-09,4.60E-08,0,6.5,94.4%,100.0%,99.3%
Susquehanna 1,2009-03-01,904595,0,2.5,0.0,0,0,0,NA,-6.34E-06,-7.70E-09,-2.53E-08,-8.45E-09,4.60E-08,0,6.5,94.4%,100.0%,99.3%
Susquehanna 1,2009-04-01,859333,0,2.4,0.0,0,0,0,NA,-6.34E-06,-6.20E-09,-2.43E-08,-5.60E-09,3.50E-08,0,6.5,93.8%,100.0%,99.3%
Susquehanna 1,2009-05-01,870602,0,2.4,0.0,0,0,0,NA,-6.34E-06,-6.20E-09,-2.43E-08,-5.60E-09,3.50E-08,0,6.5,93.8%,100.0%,99.3%
Susquehanna 1,2009-06-01,852104,0,2.4,0.0,0,0,0,NA,-6.34E-06,-6.20E-09,-2.43E-08,-5.60E-09,3.50E-08,0,6.5,93.8%,100.0%,99.3%
Susquehanna 1,2009-07-01,878718,0,1.6,0.0,0,0,0,NA,-6.43E-06,-6.00E-09,-2.43E-08,-2.36E-08,2.70E-08,0,6.5,93.8%,100.0%,96.7%
Susquehanna 1,2009-08-01,873751,0,1.6,0.0,0,0,0,NA,-6.43E-06,-6.00E-09,-2.43E-08,-2.36E-08,2.70E-08,0,6.5,93.8%,100.0%,96.7%
Susquehanna 1,2009-09-01,850256,0,1.6,0.0,0,0,0,NA,-6.43E-06,-6.00E-09,-2.43E-08,-2.36E-08,2.70E-08,0,6.6,93.8%,100.0%,96.7%
Susquehanna 1,2009-10-01,893047,0,2.4,0.0,1,0,0,NA,-6.33E-06,-6.10E-09,-2.44E-08,-2.37E-08,7.00E-09,0,6.5,94.0%,100.0%,96.3%
Susquehanna 1,2009-11-01,873873,0,2.4,0.0,1,0,0,NA,-6.33E-06,-6.10E-09,-2.44E-08,-2.37E-08,7.00E-09,0,6.6,94.0%,100.0%,96.3%
Susquehanna 1,2009-12-01,892293,0,2.4,0.0,1,0,0,NA,-6.33E-06,-6.10E-09,-2.44E-08,-2.37E-08,7.00E-09,0,6.5,94.0%,100.0%,96.3%
Susquehanna 2,2007-01-01,860879,0,0,NA,0,1,0,NA,-6.37E-07,-1.87E-08,-2.37E-08,-8.42E-09,-1.43E-09,0,6.3,96.0%,100.0%,98.2%
Susquehanna 2,2007-02-01,784703,0,0,NA,0,1,0,NA,-6.37E-07,-1.87E-08,-2.37E-08,-8.42E-09,-1.43E-09,0,6.2,96.0%,100.0%,98.2%
Susquehanna 2,2007-03-01,55321,0,0,NA,0,1,0,NA,-6.37E-07,-1.87E-08,-2.37E-08,-8.42E-09,-1.43E-09,0,0,96.0%,100.0%,98.2%
Susquehanna 2,2007-04-01,348275,0,0.9,NA,0,1,0,NA,-8.28E-07,-1.87E-08,-2.37E-08,-8.70E-09,-1.27E-09,0,6.3,96.2%,98.7%,98.1%
Susquehanna 2,2007-05-01,856832,0,0.9,NA,0,1,0,NA,-8.28E-07,-1.87E-08,-2.37E-08,-8.70E-09,-1.27E-09,0,6.4,96.2%,98.7%,98.1%
Susquehanna 2,2007-06-01,818470,0,0.9,NA,0,1,0,NA,-8.28E-07,-1.87E-08,-2.37E-08,-8.70E-09,-1.27E-09,0,6.3,96.2%,98.7%,98.1%
Susquehanna 2,2007-07-01,843973,0,0.9,0.0,0,1,0,NA,-9.88E-07,-1.87E-08,-2.27E-08,-8.90E-09,-1.34E-09,0,6.3,95.8%,97.3%,97.5%
Susquehanna 2,2007-08-01,838360,0,0.9,0.0,0,1,0,NA,-9.88E-07,-1.87E-08,-2.27E-08,-8.90E-09,-1.34E-09,0,6.3,95.8%,97.3%,97.5%
Susquehanna 2,2007-09-01,819405,0,0.9,0.0,0,1,0,NA,-9.88E-07,-1.87E-08,-2.27E-08,-8.90E-09,-1.34E-09,0,6.3,95.8%,97.3%,97.5%
Susquehanna 2,2007-10-01,845546,0,0.9,0.0,0,1,0,NA,-9.60E-07,-1.87E-08,-2.27E-08,-8.86E-09,-1.44E-09,0,6.2,96.7%,94.7%,97.5%
Susquehanna 2,2007-11-01,839646,0,0.9,0.0,0,1,0,NA,-9.60E-07,-1.87E-08,-2.27E-08,-8.86E-09,-1.44E-09,0,6.2,96.7%,94.7%,97.5%
Susquehanna 2,2007-12-01,870159,0,0.9,0.0,0,1,0,NA,-9.60E-07,-1.87E-08,-2.27E-08,-8.86E-09,-1.44E-09,0,6.2,96.7%,94.7%,97.5%
Susquehanna 2,2008-01-01,869573,0,0.8,0.0,0,0,0,NA,-1.34E-06,-1.36E-08,-2.24E-08,-1.58E-08,8.92E-08,0,6.2,96.1%,100.0%,97.6%
Susquehanna 2,2008-02-01,810863,0,0.8,0.0,0,0,0,NA,-1.34E-06,-1.36E-08,-2.24E-08,-1.58E-08,8.92E-08,0,6.2,96.1%,100.0%,97.6%
Susquehanna 2,2008-03-01,862551,0,0.8,0.0,0,0,0,NA,-1.34E-06,-1.36E-08,-2.24E-08,-1.58E-08,8.92E-08,0,6.3,96.1%,100.0%,97.6%
Susquehanna 2,2008-04-01,821938,0,0,0.0,0,0,0,NA,-5.44E-06,-1.36E-08,-2.24E-08,-1.59E-08,5.40E-08,0,6.2,97.1%,100.0%,98.0%
Susquehanna 2,2008-05-01,856870,0,0,0.0,0,0,0,NA,-5.44E-06,-1.36E-08,-2.24E-08,-1.59E-08,5.40E-08,0,6.2,97.1%,100.0%,98.0%
Susquehanna 2,2008-06-01,806955,0,0,0.0,0,0,0,NA,-5.44E-06,-1.36E-08,-2.24E-08,-1.59E-08,5.40E-08,0,6.2,97.1%,100.0%,98.0%
Susquehanna 2,2008-07-01,834911,0,0,0.0,0,0,0,NA,-5.43E-06,-1.36E-08,-2.24E-08,-1.57E-08,6.60E-08,0,6.2,98.6%,100.0%,98.7%
Susquehanna 2,2008-08-01,838954,0,0,0.0,0,0,0,NA,-5.43E-06,-1.36E-08,-2.24E-08,-1.57E-08,6.60E-08,0,6.2,98.6%,100.0%,98.7%
Susquehanna 2,2008-09-01,809897,0,0,0.0,0,0,0,NA,-5.43E-06,-1.36E-08,-2.24E-08,-1.57E-08,6.60E-08,0,6.2,98.6%,100.0%,98.7%
Susquehanna 2,2008-10-01,855860,0,1.6,0.0,0,0,0,NA,-6.23E-06,-1.36E-08,-2.21E-08,-1.57E-08,6.10E-08,0,6.2,96.8%,100.0%,99.0%
Susquehanna 2,2008-11-01,825303,0,1.6,0.0,0,0,0,NA,-6.23E-06,-1.36E-08,-2.21E-08,-1.57E-08,6.10E-08,0,6.2,96.8%,100.0%,99.0%
Susquehanna 2,2008-12-01,862328,0,1.6,0.0,0,0,0,NA,-6.23E-06,-1.36E-08,-2.21E-08,-1.57E-08,6.10E-08,0,6.2,96.8%,100.0%,99.0%
Susquehanna 2,2009-01-01,867414,0,1.6,0.0,0,0,0,NA,-6.24E-06,-1.37E-08,-2.21E-08,-1.56E-08,6.10E-08,0,6.2,94.4%,100.0%,99.3%
Susquehanna 2,2009-02-01,780150,0,1.6,0.0,0,0,0,NA,-6.24E-06,-1.37E-08,-2.21E-08,-1.56E-08,6.10E-08,0,6.4,94.4%,100.0%,99.3%
Susquehanna 2,2009-03-01,822094,0,1.6,0.0,0,0,0,NA,-6.24E-06,-1.37E-08,-2.21E-08,-1.56E-08,6.10E-08,0,6.1,94.4%,100.0%,99.3%
Susquehanna 2,2009-04-01,145012,0,1.8,0.0,0,0,0,NA,-6.24E-06,-1.25E-08,-2.20E-08,-1.66E-08,4.70E-08,0,5.9,93.8%,100.0%,99.3%
Susquehanna 2,2009-05-01,317603,0,1.8,0.0,0,0,0,NA,-6.24E-06,-1.25E-08,-2.20E-08,-1.66E-08,4.70E-08,0,6.0,93.8%,100.0%,99.3%
Susquehanna 2,2009-06-01,837670,0,1.8,0.0,0,0,0,NA,-6.24E-06,-1.25E-08,-2.20E-08,-1.66E-08,4.70E-08,0,6.0,93.8%,100.0%,99.3%
Susquehanna 2,2009-07-01,878089,0,1.8,0.0,0,0,0,NA,-6.23E-06,-1.25E-08,-2.21E-08,-1.76E-08,4.50E-08,0,6.0,93.8%,100.0%,96.7%
Susquehanna 2,2009-08-01,871679,0,1.8,0.0,0,0,0,NA,-6.23E-06,-1.25E-08,-2.21E-08,-1.76E-08,4.50E-08,0,6.0,93.8%,100.0%,96.7%
Susquehanna 2,2009-09-01,844134,0,1.8,0.0,0,0,0,NA,-6.23E-06,-1.25E-08,-2.21E-08,-1.76E-08,4.50E-08,0,6.1,93.8%,100.0%,96.7%
Susquehanna 2,2009-10-01,890753,0,0.9,0.0,0,0,0,NA,-6.23E-06,-1.11E-08,-2.50E-08,-1.69E-08,1.80E-08,0,6.0,93.4%,100.0%,96.3%
Susquehanna 2,2009-11-01,865602,0,0.9,0.0,0,0,0,NA,-6.23E-06,-1.11E-08,-2.50E-08,-1.69E-08,1.80E-08,0,6.4,93.4%,100.0%,96.3%
Susquehanna 2,2009-12-01,890927,0,0.9,0.0,0,0,0,NA,-6.23E-06,-1.11E-08,-2.50E-08,-1.69E-08,1.80E-08,0,5.9,93.4%,100.0%,96.3%
Turkey Point 3,2007-01-01,540574,0,0.8,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.1,0.4,96.1%,100.0%,99.7%
Turkey Point 3,2007-02-01,432005,0,0.8,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.1,0.5,96.1%,100.0%,99.7%
Turkey Point 3,2007-03-01,535937,0,0.8,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.1,0.7,96.1%,100.0%,99.7%
Turkey Point 3,2007-04-01,516166,0,0.8,NA,1,0,0,-1.50E-08,-1.50E-08,8.70E-09,1.57E-07,-1.11E-08,6.46E-08,0.1,0.5,95.9%,98.7%,99.6%
Turkey Point 3,2007-05-01,518558,0,0.8,NA,1,0,0,-1.50E-08,-1.50E-08,8.70E-09,1.57E-07,-1.11E-08,6.46E-08,0.1,0.5,95.9%,98.7%,99.6%
Turkey Point 3,2007-06-01,508526,0,0.8,NA,1,0,0,-1.50E-08,-1.50E-08,8.70E-09,1.57E-07,-1.11E-08,6.46E-08,0.1,0.6,95.9%,98.7%,99.6%
Turkey Point 3,2007-07-01,415900,0,0.9,0.0,0,0,0,-1.50E-08,-1.50E-08,8.20E-09,1.57E-07,-1.24E-08,6.57E-08,0.1,0.7,96.3%,100.0%,99.6%
Turkey Point 3,2007-08-01,518164,0,0.9,0.0,0,0,0,-1.50E-08,-1.50E-08,8.20E-09,1.57E-07,-1.24E-08,6.57E-08,0.1,0.5,96.3%,100.0%,99.6%
Turkey Point 3,2007-09-01,502589,0,0.9,0.0,0,0,0,-1.50E-08,-1.50E-08,8.20E-09,1.57E-07,-1.24E-08,6.57E-08,0.1,0.4,96.3%,100.0%,99.6%
Turkey Point 3,2007-10-01,530489,0,0.9,0.0,0,0,0,-1.07E-08,-1.07E-08,1.10E-09,4.01E-08,-2.15E-09,1.16E-09,0.0,1.6,96.2%,100.0%,99.8%
Turkey Point 3,2007-11-01,522538,0,0.9,0.0,0,0,0,-1.07E-08,-1.07E-08,1.10E-09,4.01E-08,-2.15E-09,1.16E-09,0.1,1.6,96.2%,100.0%,99.8%
Turkey Point 3,2007-12-01,536658,0,0.9,0.0,0,0,0,-1.07E-08,-1.07E-08,1.10E-09,4.01E-08,-2.15E-09,1.16E-09,0.2,1.3,96.2%,100.0%,99.8%
Turkey Point 3,2008-01-01,542495,1.0,1.0,0.0,0,0,0,-1.07E-08,-1.07E-08,1.13E-09,4.08E-08,-2.25E-09,2.07E-09,0.2,1.2,93.5%,100.0%,99.8%
Turkey Point 3,2008-02-01,440643,1.0,1.0,0.0,0,0,0,-1.07E-08,-1.07E-08,1.13E-09,4.08E-08,-2.25E-09,2.07E-09,0.2,1.4,93.5%,100.0%,99.8%
Turkey Point 3,2008-03-01,484419,1.0,1.0,0.0,0,0,0,-1.07E-08,-1.07E-08,1.13E-09,4.08E-08,-2.25E-09,2.07E-09,0.2,1.1,93.5%,100.0%,99.8%
Turkey Point 3,2008-04-01,519425,0.9,0,0.0,0,0,0,1.59E-08,1.59E-08,1.06E-09,3.92E-08,-2.15E-09,2.17E-09,0.2,1.4,93.9%,100.0%,99.9%
Turkey Point 3,2008-05-01,527788,0.9,0,0.0,0,0,0,1.59E-08,1.59E-08,1.06E-09,3.92E-08,-2.15E-09,2.17E-09,0.3,1.4,93.9%,100.0%,99.9%
Turkey Point 3,2008-06-01,476244,0.9,0,0.0,0,0,0,1.59E-08,1.59E-08,1.06E-09,3.92E-08,-2.15E-09,2.17E-09,0.2,1.3,93.9%,100.0%,99.9%
Turkey Point 3,2008-07-01,521209,0.8,0,0.0,0,0,0,1.64E-08,1.64E-08,1.51E-09,4.15E-08,-2.31E-09,1.98E-09,0.4,1.9,93.6%,100.0%,99.7%
Turkey Point 3,2008-08-01,521333,0.8,0,0.0,0,0,0,1.64E-08,1.64E-08,1.51E-09,4.15E-08,-2.31E-09,1.98E-09,0.5,5.8,93.6%,100.0%,99.7%
Turkey Point 3,2008-09-01,509882,0.8,0,0.0,0,0,0,1.64E-08,1.64E-08,1.51E-09,4.15E-08,-2.31E-09,1.98E-09,0.5,1.2,93.6%,100.0%,99.7%
Turkey Point 3,2008-10-01,532536,0.8,0,0.0,0,0,0,1.92E-08,1.92E-08,2.40E-09,-9.74E-08,-2.35E-09,1.98E-09,0.7,1.1,93.0%,100.0%,99.4%
