state_of_location,date,power_generated,overall_safety_score
Wolf Creek 1,2009-03-01,872111,0.24759440505676175
Wolf Creek 1,2009-04-01,786064,-0.1484198954413086
Wolf Creek 1,2009-05-01,819918,-0.14995834833469954
Wolf Creek 1,2009-06-01,843949,-0.14995834833469954
Wolf Creek 1,2009-07-01,869102,-0.36822541055176705
Wolf Creek 1,2009-08-01,700728,-0.36822541055176705
Wolf Creek 1,2009-09-01,848675,-0.36668695765837606
Wolf Creek 1,2009-10-01,242473,-0.2835117795059193
Wolf Creek 1,2009-11-01,213432,-0.3003235714536059
Wolf Creek 1,2009-12-01,888856,-0.2665887976786189
